,whatever_youd_like,content,1,company,commerce,government,year,also,years,group,retailer,still,based,told,pay,reported,part,firm,recently,four,following,jobs,amazon,said,walmart,percent,new,stores,sales,index,online,pandas,_2,u,would,business,market,last,one,target,billion,store,first,like,companies,according,gt,per,retail,inc,could,customers,retailers,time,shares,amp,e,two,million,people,2,growth,products,day,price,com,cent,share,deal,div,delivery,prime,quarter,service,health,stock,p,says,may,shoppers,buy,5,make,brands,grocery,many,including,3,even,much,since,big,analyst,whole,0,services,get,industry,re,chief,home,data,foods,4,technology,already,toys,items,well,chain,tax,investors,shopping,month,consumer,cnbc,food,earnings,announced,high,analysts,executive,10,week,ceo,world,employees,r,2017,best,take,care,long,thursday,going,bloomberg,7,giant,plans,prices,revenue,three,next,consumers,back,move,alexa,child,made,co,report,biggest,use,president,way,6,see,go,less,workers,holiday,past,china,around,google,months,largest,recent,end,another,trump,sell,bezos,brand,goods,mr,want,tuesday,selling,better,second,2018,higher,m,costs,help,third,top,digital,walgreens,financial,earlier,monday,across,kroger,wednesday,tech,making,customer,work,value,markets,expected,start,money,product,private,number,20,street,think,8,added,between,members,free,officer,ago,9,12,need,cloud,apple,news,increase,against,capital,growing,likely,2016,called,15,businesses,locations,friday,investment,research,cost,space,offer,results,far,statement,among,become,0,lower,spending,york,come,season
204,1,0,0,0.001616815,0,0,0.000867303,0,0.001508296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234375,0,0.007267442,0.00101833,0,0.007042254,0,0,0,0,0,0,0.001317523,0.002642008,0.004519774,0,0.001550388,0.003159558,0,0,0.004219409,0.004901961,0.003807107,0,0,0,0,0.001564945,0,0.002053388,0,0.001848429,0,0,0,0,0,0,0.004338395,0.00212766,0,0.00862069,0,0,0.006198347,0.010695187,0,0,0,0,0,0,0,0,0,0,0,0.006976744,0,0,0,0.006896552,0.002070393,0.001858736,0,0,0.004081633,0.001996008,0.004555809,0.007594937,0,0,0,0.002277904,0.00248139,0,0.002192982,0,0.002717391,0.003984064,0,0,0,0,0,0,0.00273224,0,0.002994012,0,0,0,0,0.02016129,0.003333333,0,0.002469136,0.00295858,0.002557545,0,0,0,0,0,0,0,0,0.002439024,0,0,0,0.00280112,0.003921569,0,0.002298851,0,0.003759398,0.003344482,0.002762431,0,0.003184713,0.002695418,0,0,0,0,0,0,0.005698006,0.003134796,0,0.005847953,0.003115265,0.002923977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.00456621,0,0.003289474,0,0,0,0,0,0,0,0,0.003787879,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0
205,1,0.026548673,0,0.000808407,0,0,0,0,0,0.001297017,0.001587302,0,0,0.002688172,0,0,0,0,0,0,0,0,0,0.00234375,0.004862237,0,0,0,0,0,0.001424501,0,0,0,0.002688172,0,0,0,0,0,0,0.001838235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002557545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004065041,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0.003571429,0.003968254,0.003787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003831418,0,0,0,0,0,0,0,0,0,0,0
206,1,0,0,0,0,0,0,0.00095057,0,0,0.001587302,0,0,0,0,0,0,0,0,0,0,0,0.000826446,0.0015625,0,0,0.00203666,0,0,0,0,0,0,0,0,0.005270092,0,0.001129944,0,0,0.003159558,0,0,0,0.001633987,0.002538071,0,0,0,0,0,0.001706485,0,0,0,0,0,0,0.002169197,0,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,0,0.002717391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002369668,0,0.002666667,0.00255102,0,0,0,0,0,0,0,0,0.00280112,0.003921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006097561,0,0,0.00623053,0.002923977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0,0,0,0,0,0,0.006289308,0,0,0,0.00310559,0,0.006622517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0.003968254,0,0,0,0,0,0,0,0.008733624,0,0,0.004201681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,0,0,0.00323363,0,0,0.001734605,0.00095057,0,0.002594034,0.004761905,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0.0015625,0,0,0.00101833,0.001481481,0,0.018348624,0.001424501,0,0,0,0,0,0.003963012,0.001129944,0.001137656,0,0,0.001838235,0,0,0.003267974,0,0,0.005347594,0,0,0,0,0.002053388,0,0.005545287,0,0,0.0016,0,0,0,0,0,0,0,0,0.010695187,0,0.005347594,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0.001996008,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0.005449591,0,0,0,0,0,0,0,0,0.002415459,0,0,0.004032258,0,0.002298851,0.009876543,0,0,0,0.00243309,0,0,0,0,0,0,0,0,0.002624672,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0.002849003,0,0,0.002923977,0,0.002923977,0,0,0,0,0.002898551,0,0.008955224,0,0,0,0,0,0,0,0.00330033,0,0,0,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0.003205128,0,0,0.003571429,0,0,0,0,0,0,0.003225806,0.003436426,0.010830325,0,0,0,0,0,0,0,0,0.003584229,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0.004201681,0,0.004237288,0,0,0,0,0,0,0,0,0,0,0,0.003676471,0
208,1,0,0,0.001616815,0,0,0.003469211,0.00095057,0,0,0.003174603,0,0,0.008064516,0,0.005586592,0.005555556,0,0,0,0,0,0.002479339,0,0.003241491,0,0.00712831,0.011851852,0.002816901,0,0.004273504,0,0,0,0,0.001317523,0.002642008,0.003389831,0,0.021705426,0.001579779,0.011029412,0,0.004219409,0.001633987,0,0,0,0,0,0,0.001706485,0,0,0.001848429,0,0,0.0016,0,0.004,0,0,0,0.004761905,0,0,0,0,0,0,0,0.003448276,0.005050505,0.007092199,0,0,0,0,0,0,0,0,0.002061856,0.006557377,0.003448276,0,0.001858736,0,0.004132231,0.004081633,0,0.009111617,0.002531646,0.007067138,0,0,0.002277904,0,0,0.002192982,0,0,0.007968127,0,0,0,0,0,0.002222222,0.005464481,0,0,0,0,0,0,0,0,0.006896552,0,0.00591716,0,0.002369668,0.00243309,0.002666667,0,0,0,0,0,0,0,0.005249344,0,0,0.003921569,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0.006269592,0,0,0,0,0,0,0,0.013953488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004016064,0,0,0.00729927,0,0,0,0,0,0,0,0.006493506,0,0,0.003891051,0,0,0,0,0,0,0,0,0.006410256,0.007272727,0,0,0,0.003267974,0,0,0,0,0,0.003436426,0.003610108,0,0,0.003333333,0,0,0.004149378,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004237288,0,0.01532567,0.004385965,0,0,0,0,0,0,0,0.004219409,0.003676471,0.005102041
209,0,0,0,0,0,0,0.000867303,0.00095057,0.001508296,0,0,0.006185567,0,0,0,0.002793296,0,0.007380074,0.003773585,0,0,0,0.000826446,0.003125,0,0.014534884,0,0.008888889,0.007042254,0.018348624,0.005698006,0,0,0,0,0,0,0.002259887,0.001137656,0.003100775,0.001579779,0,0,0.00140647,0.003267974,0.005076142,0,0,0.0096,0,0,0,0.018480493,0.001488095,0.001848429,0,0,0,0.002169197,0,0,0.002169197,0,0,0,0,0,0,0,0,0,0,0.002525253,0,0,0,0,0,0.002040816,0.01055409,0,0,0.002061856,0,0,0.002070393,0,0,0.004132231,0.006122449,0.001996008,0,0.005063291,0.003533569,0,0,0.002277904,0.00248139,0,0.002192982,0.002849003,0.005434783,0,0.002506266,0,0.002309469,0,0,0,0,0,0.005988024,0.005830904,0.004830918,0,0,0,0.01,0,0,0.00295858,0.002557545,0,0,0.002666667,0,0,0,0,0,0.002439024,0,0.002624672,0,0.011204482,0,0,0.002298851,0,0,0,0,0,0.015923567,0.002695418,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0.005747126,0,0.027906977,0.002898551,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0.00310559,0,0.003311258,0,0,0,0.003205128,0,0,0,0,0.003267974,0,0.004149378,0,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024630542,0,0.008196721,0,0,0,0,0.003745318,0,0,0.003984064,0,0,0.014285714,0,0,0
210,1,0.017699115,0,0,0,0,0,0.00095057,0,0,0,0,0,0.002688172,0,0,0,0,0,0,0.010695187,0,0,0.00078125,0,0.001453488,0.00101833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005952381,0.003696858,0,0,0,0,0.004,0,0,0,0,0,0,0,0.002066116,0,0,0,0,0,0,0,0,0,0,0.002040816,0,0,0,0,0.009836066,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004618938,0,0,0,0,0,0,0,0,0,0.008595989,0,0,0,0.004938272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005390836,0,0,0,0,0,0,0,0,0.00623053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0.02739726,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0.003937008,0,0,0,0,0.011152416,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456621,0,0,0,0,0,0,0,0,0.010714286,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0.001734605,0,0,0.003891051,0,0,0,0,0,0,0.002777778,0,0,0,0,0,0.001652893,0.0015625,0.001620746,0,0.00305499,0,0.001408451,0,0.005698006,0,0,0,0.005376344,0,0.001321004,0.001129944,0,0,0,0,0.002217295,0.00140647,0,0,0,0.002673797,0,0,0.001564945,0.001706485,0,0,0,0,0,0,0,0.002,0,0.004338395,0,0.002380952,0,0,0.005347594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005291005,0.002277904,0.004962779,0,0.002192982,0,0,0,0,0,0.004618938,0,0,0,0,0,0,0.008746356,0.002415459,0,0,0,0,0,0,0.00295858,0,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0.002610966,0,0.002695418,0,0,0,0.002770083,0,0.009146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0.003649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0.003571429,0,0.007575758,0,0.003496503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690037,0.003984064,0,0,0,0,0.003676471,0
212,0,0,0,0.000808407,0,0,0,0.00095057,0.001508296,0,0.001587302,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0.0015625,0.004862237,0.001453488,0,0.001481481,0.001408451,0,0,0,0,0,0.001344086,0,0,0,0,0,0,0,0,0,0,0.001269036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040816,0,0,0,0,0,0,0,0,0,0,0.002040816,0,0,0,0,0,0,0,0,0,0.002192982,0,0.002717391,0,0,0,0,0,0,0,0,0,0,0.002915452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003787879,0,0,0,0,0,0.002624672,0,0,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0,0,0.00304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663004,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0.003787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690037,0,0,0,0,0,0,0
213,1,0,0,0.00323363,0,0,0.001734605,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0.003125,0,0.001453488,0,0,0,0.018348624,0,0,0,0,0,0,0.001321004,0.003389831,0.001137656,0,0.003159558,0,0,0,0,0.001269036,0,0,0,0,0.001564945,0,0,0,0.003696858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004081633,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0,0.005063291,0,0,0.002645503,0,0,0,0.002192982,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0,0,0.002967359,0,0,0,0,0,0.00295858,0.002557545,0,0,0,0,0,0,0,0,0,0,0.002624672,0,0,0,0,0,0,0,0,0,0.002610966,0,0,0.005376344,0,0,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0,0.002898551,0,0.002985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0,0.004048583,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0.007142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0.003676471,0,0,0,0.003571429,0,0,0.004484305,0,0.003861004,0,0,0,0.004366812,0,0,0.004201681,0,0,0,0,0,0.003745318,0,0.003690037,0,0,0,0,0,0,0
214,0,0,0,0.000808407,0,0,0,0.001901141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826446,0.00078125,0,0,0,0,0,0,0,0,0,0,0.002688172,0.001317523,0.002642008,0.001129944,0.001137656,0,0,0,0,0,0,0,0,0.005347594,0,0,0,0,0,0,0.001848429,0,0,0.0032,0,0,0,0,0,0,0,0,0.010695187,0,0,0,0,0,0,0,0,0.002227171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002531646,0,0,0,0,0.00248139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0.002369668,0,0,0,0,0,0,0,0.002439024,0,0,0,0,0,0,0.002298851,0,0,0,0,0.002610966,0,0,0.008064516,0,0,0.002770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330033,0,0,0,0.008333333,0,0,0,0,0,0,0,0,0,0.003246753,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0.006779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003802281,0,0,0,0,0,0,0,0,0,0,0,0,0.003984064,0,0,0,0,0,0
215,1,0,0,0.001616815,0,0,0,0.001901141,0,0,0,0,0,0,0,0,0.002777778,0,0,0,0,0,0,0.0015625,0.001620746,0,0,0.011851852,0,0,0.001424501,0,0,0,0.004032258,0.001317523,0,0.001129944,0,0.001550388,0,0.001838235,0,0,0.001633987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002380952,0,0,0,0,0,0.002293578,0.003030303,0,0,0.002364066,0,0,0,0.003533569,0.002040816,0,0,0,0.002061856,0.006557377,0,0,0.001858736,0,0,0,0,0.002277904,0,0,0,0,0,0,0,0,0.002849003,0,0,0,0,0.002309469,0,0,0,0,0,0,0,0,0,0,0,0,0.004597701,0,0,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0.002906977,0.00280112,0,0,0,0.008219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0,0,0,0.00330033,0,0,0,0,0,0,0.006557377,0.003344482,0,0,0,0,0,0.003246753,0,0,0.007782101,0,0,0.00310559,0,0,0,0,0,0,0,0,0,0,0,0.003436426,0,0,0,0.003225806,0.006872852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1,0,0,0.001616815,0,0,0,0.00095057,0.001508296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234375,0.001620746,0,0.00101833,0.002962963,0.001408451,0,0.002849003,0,0,0,0,0.001317523,0.001321004,0,0,0,0.001579779,0,0.001108647,0,0.001633987,0,0,0.00802139,0,0,0,0.001706485,0.002053388,0,0.001848429,0,0,0,0,0,0,0,0.008510638,0,0,0,0.005347594,0.002066116,0,0,0.003030303,0,0,0.002364066,0,0,0,0,0,0,0,0.001960784,0,0,0.003448276,0,0.001858736,0,0,0,0,0,0,0,0,0,0,0,0,0.002192982,0.002849003,0,0,0,0.002724796,0,0,0.003076923,0,0.00273224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006493506,0,0,0,0.003039514,0,0,0,0,0.00330033,0,0.004219409,0,0,0,0.003649635,0.003278689,0,0.003257329,0,0,0,0,0,0,0,0.003891051,0,0,0.00621118,0,0,0.050724638,0,0,0,0,0,0,0.007782101,0,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0,0,0.003558719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0.008849558,0,0,0,0,0,0,0.001508296,0.002594034,0,0,0.004132231,0.002688172,0,0,0,0,0,0,0,0,0,0.00078125,0,0,0.00407332,0.005925926,0,0,0,0,0,0,0,0.003952569,0.002642008,0.001129944,0.001137656,0.001550388,0,0.001838235,0.002217295,0.00140647,0.001633987,0,0,0.002673797,0,0,0,0.006825939,0,0,0,0,0,0.0032,0,0.002,0,0.002169197,0,0,0,0,0.005347594,0.002066116,0,0,0,0,0,0.002364066,0,0,0,0,0,0,0,0,0,0.009836066,0,0.004140787,0.003717472,0,0.002066116,0,0.001996008,0,0,0,0,0,0,0,0,0.002192982,0,0,0.003984064,0,0,0.002309469,0,0,0,0.008196721,0,0,0.002915452,0.002415459,0,0,0,0,0,0.002469136,0.00295858,0,0.002369668,0,0,0.00255102,0,0,0,0,0,0,0,0,0,0,0.00255102,0.002298851,0.002739726,0.003759398,0.003344482,0,0.002610966,0.003184713,0,0,0,0,0,0,0,0.005698006,0,0,0,0,0,0,0,0,0,0.002898551,0,0.008955224,0,0,0,0,0,0.005952381,0,0,0,0.004219409,0,0,0,0,0,0.006688963,0,0,0,0.005025126,0,0,0,0,0,0,0,0,0,0.003311258,0,0,0,0,0.003636364,0,0,0,0.003267974,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003787879,0,0.003496503,0,0,0,0,0,0.014285714,0,0.004201681,0,0,0,0,0,0,0,0.007380074,0,0,0,0,0,0,0
218,1,0,0,0,0,0.016129032,0.001734605,0.00095057,0,0,0,0.002061856,0,0,0.003521127,0,0.002777778,0,0.003773585,0.005555556,0,0,0.003305785,0.00078125,0.006482982,0,0,0,0,0,0.001424501,0,0,0,0,0.001317523,0,0.001129944,0,0.001550388,0,0.003676471,0,0.00281294,0,0,0,0,0,0,0,0.005119454,0,0,0,0,0,0,0,0,0,0,0,0.002380952,0,0,0,0,0,0,0,0.024137931,0,0.002364066,0.005102041,0,0,0,0.002040816,0.015831135,0,0,0.002061856,0,0,0.002070393,0,0,0.004132231,0,0,0,0,0,0,0.002645503,0.004555809,0,0,0,0,0,0,0,0,0,0,0,0.002222222,0,0,0,0,0,0,0,0,0,0.002298851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0.002770083,0,0,0,0.006269592,0,0,0,0,0,0.002873563,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0.003278689,0,0,0.003344482,0,0,0,0,0,0,0.003401361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008298755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007380074,0,0,0.004444444,0,0,0,0
219,0,0,0,0.000808407,0,0,0,0.001901141,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0.005347594,0,0.008264463,0.003125,0,0,0.00101833,0,0.002816901,0,0,0,0,0,0.001344086,0,0.001321004,0.001129944,0.003412969,0.001550388,0.001579779,0,0.002217295,0.004219409,0,0.001269036,0,0,0,0,0,0.001706485,0.002053388,0.001488095,0,0,0,0,0.004338395,0,0,0,0,0.021428571,0,0,0,0,0,0.002293578,0,0.044827586,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0.003448276,0.002070393,0.001858736,0.002227171,0.002066116,0,0,0.002277904,0,0.003533569,0,0,0,0.00248139,0,0,0,0,0.003984064,0,0,0.004618938,0,0,0,0,0,0,0.002915452,0,0,0,0,0,0,0,0.00295858,0,0.002369668,0,0,0,0,0,0,0,0.002439024,0,0,0,0,0,0,0.002298851,0,0,0,0,0,0,0.002695418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0.00729927,0,0,0,0.006944444,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0.01826484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0.003984064,0,0,0,0,0.003676471,0.005102041
220,1,0,0,0,0,0,0.001734605,0,0.001508296,0.001297017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003241491,0.001453488,0.00101833,0.002962963,0.001408451,0,0.001424501,0,0,0,0,0,0,0.002259887,0,0,0.001579779,0,0.001108647,0.00140647,0,0,0,0,0,0,0,0.001706485,0,0,0.001848429,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0.006060606,0,0,0,0,0.002227171,0,0,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0.001996008,0,0,0.003533569,0,0,0,0,0,0,0,0,0,0,0.002724796,0.002309469,0,0,0,0.00273224,0,0.002994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112,0,0,0.002298851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987013,0,0,0,0.003039514,0.005586592,0,0,0,0.00330033,0,0,0.004016064,0,0,0,0,0.003344482,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0.014492754,0,0,0,0.003636364,0,0,0,0,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0
221,0,0,0,0.004042037,0,0,0.002601908,0.002851711,0,0,0.004761905,0.002061856,0,0.008064516,0.007042254,0,0,0,0,0.011111111,0,0,0.001652893,0.00390625,0.003241491,0.001453488,0.00407332,0.007407407,0,0,0.005698006,0,0,0,0,0,0.002642008,0,0,0.024806202,0,0.003676471,0.001108647,0.00281294,0,0.001269036,0,0.002673797,0,0,0,0.005119454,0.002053388,0,0.003696858,0,0,0,0,0,0,0,0,0.002380952,0,0,0,0,0,0.002293578,0.024242424,0.006896552,0,0.007092199,0,0.002227171,0,0,0,0.013192612,0.002325581,0,0.002061856,0.003278689,0.003448276,0,0.003717472,0,0,0,0,0,0.002531646,0,0,0.007936508,0,0,0,0.002192982,0,0,0,0,0,0,0,0.012307692,0.002222222,0,0,0,0.002915452,0,0,0.005730659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007832898,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0.009302326,0.002898551,0,0.002985075,0,0.006060606,0.003039514,0.005586592,0.006006006,0,0,0,0,0,0.004016064,0,0,0,0,0,0,0,0,0,0.004048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007272727,0,0,0,0,0,0,0.004065041,0,0.003225806,0.006872852,0,0,0,0,0,0,0,0.003289474,0.003558719,0,0.003676471,0,0,0,0,0,0,0,0,0,0,0.003571429,0,0,0.004761905,0,0,0,0,0,0.011494253,0,0.003745318,0,0.003690037,0,0,0,0,0,0.003676471,0
222,0,0,0,0.001616815,0,0,0.000867303,0.00095057,0.001508296,0.001297017,0,0.002061856,0,0,0.007042254,0,0,0,0,0,0,0,0.009917355,0.003125,0,0,0,0,0.008450704,0,0,0,0,0,0,0.003952569,0.001321004,0.003389831,0.001137656,0.001550388,0,0,0.001108647,0.00140647,0,0.002538071,0,0.013368984,0.0048,0,0,0,0,0,0,0,0,0,0,0.004,0,0.006507592,0.008510638,0.014285714,0,0,0.016042781,0.004132231,0,0,0,0.034482759,0.002525253,0.002364066,0,0,0,0,0.002040816,0,0,0,0,0.006557377,0.003448276,0,0,0,0.002066116,0.002040816,0.001996008,0,0.002531646,0.003533569,0,0,0.002277904,0,0,0,0,0.002717391,0,0,0,0,0,0.003076923,0.002222222,0.00273224,0,0,0.002915452,0,0,0,0,0,0,0,0.00887574,0,0,0,0,0.00255102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006688963,0,0.005221932,0,0,0,0,0,0,0,0,0.005698006,0,0,0.002923977,0,0.002923977,0,0,0,0,0,0,0.002985075,0.01754386,0,0,0.002793296,0,0.00297619,0,0.00330033,0,0.004219409,0,0.008333333,0.006557377,0,0.003278689,0,0,0,0,0,0,0,0.003401361,0.012578616,0.007782101,0,0,0,0.003731343,0.003311258,0,0,0,0.003205128,0,0,0,0,0.009803922,0,0.008298755,0.012195122,0,0.003225806,0,0,0,0,0,0,0.00456621,0.004149378,0,0,0,0,0.007490637,0.007936508,0,0,0.003968254,0.007575758,0.004484305,0.006993007,0,0,0,0,0,0,0,0,0,0.004237288,0,0.003831418,0.004385965,0,0,0,0.003984064,0,0,0.004761905,0,0.003676471,0
